accuracy,length,alignment,topographic_rho,pos_dis,bos_dis
31.512096786499022,5.115927410125733,77.87221705589627,0.08705816076646736,,
51.97580680847168,5.45987901687622,85.88238261493537,0.14585163082216,,
60.322581100463864,4.70181450843811,88.86007408403397,0.2064003553946044,0.3946805834770203,0.26093402206897737
69.51613082885743,5.112903261184693,92.71343553412365,0.19734022540756763,0.3253897488117218,0.16035864204168315
75.58467712402344,4.927217721939087,93.57023496102197,0.2036484057806942,0.30259672999382015,0.17033140361309046
79.03225860595703,5.041129016876221,94.77211682632819,0.2132391435151046,0.3493019163608551,0.1516260892152786
81.61290130615234,5.121169376373291,94.34831749419409,0.22721190338825284,0.3167177140712738,0.16419194340705873
82.43951568603515,5.254233884811401,94.82134468453407,0.2140459450975259,0.3058604598045349,0.15096739977598186
85.48387145996094,5.225806427001953,95.60332736887734,0.2356391185136893,0.276552414894104,0.14810542464256282
84.6774185180664,5.309475755691528,95.66053618867024,0.2394280531306936,0.2477426826953888,0.14416013658046717
