accuracy,length,alignment,topographic_rho,pos_dis,bos_dis
31.512096786499022,5.115927410125733,77.87221705589627,0.08705816076646736,,
52.25806503295898,4.459274196624756,83.26591495585618,0.14359969688883742,,
58.04435424804687,4.723387050628662,82.65579876672473,0.17320070507266674,0.31508293449878694,0.16843037381768222
64.61693534851074,5.254637098312378,82.96988951946327,0.21486323694210804,0.34484265148639676,0.31129750311374665
72.07661437988281,5.06370964050293,93.55617079283306,0.23242197347737764,0.3578155994415283,0.19696830362081522
76.81451721191407,4.86612901687622,94.48853891984709,0.2327818652203062,0.30735986977815627,0.22682692259550094
81.3508071899414,5.171370935440064,94.81978707503812,0.24038603532851174,0.32361835092306135,0.21284237354993815
83.81048431396485,5.165725755691528,95.50991738660652,0.24455760307714022,0.2464241191744804,0.21056004464626307
82.31854858398438,5.33689513206482,95.38141183725364,0.25535062360140326,0.2037912771105766,0.199109274148941
85.48386993408204,5.199596834182739,95.77027596784572,0.24434398660343937,0.1644798323512077,0.17399396151304242
