phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,-0.2277471125125885,20.010000228881836,2.556457042694092,0.6963495016098022,2.944580078125,2601,,,,
train,0.00027561726165004075,46.1150016784668,1.3056330680847168,0.5175716280937195,2.975130081176758,2596,,,,
train,-0.4628351628780365,72.48899841308594,0.3936484158039093,0.32817184925079346,2.998689889907837,328,,,,
train,-0.7435228824615479,81.01000213623047,0.16697324812412262,0.24543794989585876,2.9999399185180664,175,,,,
train,-0.8716055750846863,84.90299987792969,0.04218180477619171,0.1930025815963745,3.0,60,,,,
train,-0.8885064125061035,85.68199920654297,0.027551503852009773,0.17561796307563782,3.0,30,,,,
train,-0.8999383449554443,86.32599639892578,0.02065444551408291,0.16498959064483643,3.0,21,,,,
train,-0.9034107327461243,86.2020034790039,0.01996348425745964,0.16261351108551025,3.0,19,,,,
train,-0.9083471894264221,86.572998046875,0.021405749022960663,0.15671584010124207,3.0,22,,,,
train,-0.9105628132820129,86.39399719238281,0.021745679900050163,0.1566164195537567,3.0,19,,,,
val,-0.11691068112850189,21.774192810058594,2.6079587936401367,1.2036185264587402,3.0,2,71.14866122317957,0.012928864877173624,0.10178207606077194,0.10178207606077194
val,-0.4909536838531494,70.06048583984375,0.529291033744812,0.35631948709487915,3.0,8,91.7410121896799,0.249785690201566,0.2077212929725647,0.18615233898162842
val,-0.6875627636909485,83.36693572998047,0.3067920207977295,0.27142333984375,3.0,17,94.98721140390698,0.27716479966950164,0.14676517248153687,0.15726609528064728
val,-0.8450606465339661,85.78629302978516,0.06551774591207504,0.2120048701763153,3.0,15,96.308096965265,0.2920628085053178,0.15153327584266663,0.17601823806762695
val,-0.8687730431556702,85.58467864990234,0.026213984936475754,0.17830033600330353,3.0,15,97.27492436901987,0.291911473903141,0.17513401806354523,0.185233011841774
val,-0.8736346364021301,84.9798355102539,0.016043340787291527,0.1764129251241684,3.0,15,96.90740881805408,0.3004751752379219,0.16883492469787598,0.18812505900859833
val,-0.8809903264045715,86.49193572998047,0.021786533296108246,0.16428036987781525,3.0,16,97.30575938724117,0.30566703100391723,0.1687735915184021,0.1646345555782318
val,-0.8823304772377014,86.29032135009766,0.021565083414316177,0.1643773764371872,3.0,17,97.31494288516984,0.290159000119386,0.1743585616350174,0.16063210368156433
val,-0.8717216849327087,85.68548583984375,0.036650415509939194,0.16430753469467163,3.0,17,97.23781280539451,0.27576504960306003,0.18348996341228485,0.15512357652187347
val,-0.8927267789840698,86.8951644897461,0.01926666684448719,0.1591155081987381,3.0,17,97.21233492657781,0.2943936038463061,0.1628144234418869,0.15707194805145264
val (no noise),-0.12362734228372574,21.67338752746582,2.6079587936401367,1.2031159400939941,3.0,7,71.14866122317957,-0.016709344510830358,0.010110994800925255,0.050438787788152695
val (no noise),-0.4567396342754364,64.81855010986328,0.529291033744812,0.3782815933227539,3.0,17,91.7410121896799,0.20873415206624316,0.1478642225265503,0.13225503265857697
val (no noise),-0.6545906662940979,77.82257843017578,0.3067920207977295,0.30130261182785034,3.0,29,94.98721140390698,0.24270117901732294,0.12056583911180496,0.12953951954841614
val (no noise),-0.7798925042152405,78.2258071899414,0.06551774591207504,0.2345196157693863,3.0,26,96.308096965265,0.2506111627685501,0.12756788730621338,0.14091263711452484
val (no noise),-0.7940338253974915,77.11693572998047,0.026213984936475754,0.20528602600097656,3.0,26,97.27492436901987,0.25058324853422675,0.13918742537498474,0.151300311088562
val (no noise),-0.8105612993240356,78.7298355102539,0.016043340787291527,0.1978677362203598,3.0,26,96.90740881805408,0.26023750802957385,0.13164502382278442,0.1548762321472168
val (no noise),-0.8133296966552734,78.52822875976562,0.021786533296108246,0.18615180253982544,3.0,28,97.30575938724117,0.2600913779957231,0.14279533922672272,0.13553959131240845
val (no noise),-0.821708619594574,79.23387145996094,0.021565083414316177,0.18500466644763947,3.0,29,97.31494288516984,0.2583562944839332,0.1384464055299759,0.13938027620315552
val (no noise),-0.8055692315101624,77.92338562011719,0.036650415509939194,0.19382412731647491,3.0,29,97.23781280539451,0.24070161990688746,0.14860832691192627,0.13283416628837585
val (no noise),-0.8207118511199951,78.83064270019531,0.01926666684448719,0.17885331809520721,3.0,29,97.21233492657781,0.25666823297241975,0.13750244677066803,0.13353300094604492
